ModelYear,Manufacturer ,Division,Model,Displacement,Cylinder,FEcity,FEhighway,FEcombined,Guzzler,AirAspiration1,AirAspiration2,Gears,LockupTorqueConverter,DriveSystem1,DriveSystem2,FuelType,FuelType2,AnnualFuelCost,IntakeValvesPerCyl,ExhaustValvesPerCyl,Class,OilViscosity,StopStartSystem,FErating,CityCO2,HighwayCO2,CombinedCO2
2013,Audi,Audi,TT Coupe quattro,2,4,22.407,31.1674,25.6515,,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,2200,2,2,Subcompact Cars,5W40,No,7,394,284,345
2013,Audi,Audi,TTRS Coupe,2.5,5,17.751,25.2021,20.4751,,TC,Turbocharged,6,N,A,All Wheel Drive,G,Gasoline,2850,2,2,Subcompact Cars,5W40 VW 50200,No,5,499,350,432
2013,Bentley,Bentley Motors Ltd.,Continental GTC,4,8,14.0639,23.9773,17.2766,G,TC,Turbocharged,8,Y,A,All Wheel Drive,G,Gasoline,3350,2,2,Subcompact Cars,5W30 VW 50400 / 50700,No,4,638,370,517
2013,Bentley,Bentley Motors Ltd.,Continental GTC,6,12,11.2476,18.7327,13.7134,G,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,4050,2,2,Subcompact Cars,5W30 VW 504 00,No,2,787,474,646
2013,Bentley,Bentley Motors Ltd.,Continental GTC,6,12,12.0226,20.0478,14.6643,G,TC,Turbocharged,8,Y,A,All Wheel Drive,G,Gasoline,3800,2,2,Subcompact Cars,5W30 VW 504 00,No,3,736,443,604
2013,Bentley,Bentley Motors Ltd.,Continental Supersports Convt,6,12,11.5043,18.877,13.9574,G,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,4050,2,2,Subcompact Cars,5W30 VW 504 00,No,2,768,469,633
2013,BMW,BMW,128Ci Convertible,3,6,17.742,26.7407,20.9082,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,502,333,426
2013,BMW,BMW,128Ci Convertible,3,6,18.604,27.9298,21.8936,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,No,5,477,318,405
2013,BMW,BMW,128i,3,6,18.1019,28.0431,21.5377,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,No,5,491,318,413
2013,BMW,BMW,128i,3,6,18.604,27.9298,21.8936,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,No,5,477,318,405
2013,BMW,BMW,135i,3,6,17.8369,25.179,20.5309,,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,Yes,5,498,350,432
2013,BMW,BMW,135i,3,6,19.9584,28.3323,23.0201,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2500,2,2,Subcompact Cars,0W30,Yes,6,444,312,385
2013,BMW,BMW,135i Convertible,3,6,17.7045,25.2645,20.4595,,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,2850,2,2,Subcompact Cars,0W30,Yes,5,501,349,433
2013,BMW,BMW,135i Convertible,3,6,18.8508,27.732,22.0249,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,Yes,5,471,319,403
2013,BMW,BMW,328i Convertible,3,6,17.742,26.7407,20.9082,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,502,333,426
2013,BMW,BMW,328i Convertible,3,6,16.7092,26.1989,19.9631,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2850,2,2,Subcompact Cars,0W30,No,5,532,340,446
2013,BMW,BMW,328i Coupe,3,6,18.1019,28.0431,21.5377,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,No,5,491,318,413
2013,BMW,BMW,328i Coupe,3,6,18.604,27.9298,21.8936,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,No,5,477,318,405
2013,BMW,BMW,328i Coupe xDrive,3,6,17.261,25.2872,20.1372,,NA,Naturally Aspirated,6,Y,A,All Wheel Drive,G,Gasoline,2850,2,2,Subcompact Cars,0W30,No,5,515,352,442
2013,BMW,BMW,328i Coupe xDrive,3,6,16.3001,24.8939,19.298,,NA,Naturally Aspirated,6,N,A,All Wheel Drive,G,Gasoline,3000,2,2,Subcompact Cars,0W30,No,4,546,357,461
2013,BMW,BMW,335i Convertible,3,6,18.2031,27.3138,21.4179,,TC,Turbocharged,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,487,324,414
2013,BMW,BMW,335i Convertible,3,6,18.8508,27.732,22.0249,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,Yes,5,471,319,403
2013,BMW,BMW,335i Coupe,3,6,18.2031,27.3138,21.4179,,TC,Turbocharged,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,487,324,414
2013,BMW,BMW,335i Coupe,3,6,18.8508,27.732,22.0249,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,0W30,Yes,5,471,319,403
2013,BMW,BMW,335i Coupe xDrive,3,6,18.1579,26.621,21.1892,,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,489,332,418
2013,BMW,BMW,335i Coupe xDrive,3,6,19.6761,27.9139,22.6893,,TC,Turbocharged,6,N,A,All Wheel Drive,G,Gasoline,2500,2,2,Subcompact Cars,0W30,Yes,6,417,319,373
2013,BMW,BMW,335is Convertible,3,6,16.8973,23.5833,19.3682,,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Subcompact Cars,0W30,No,4,525,376,458
2013,BMW,BMW,335is Convertible,3,6,17.7835,26.3178,20.822,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,499,337,426
2013,BMW,BMW,335is Coupe,3,6,16.8973,23.5833,19.3682,,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Subcompact Cars,0W30,No,4,525,376,458
2013,BMW,BMW,335is Coupe,3,6,17.7835,26.3178,20.822,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,0W30,No,5,499,337,426
2013,BMW,BMW,640i Convertible,3,6,20.2634,30.1854,23.781,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Subcompact Cars,0W30,Yes,6,438,294,374
2013,BMW,BMW,640i Coupe,3,6,22.5689,32.7022,26.2258,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2200,2,2,Subcompact Cars,0W30,Yes,7,398,272,341
2013,BMW,BMW,650i Convertible,4.4,8,16.5573,24.6047,19.4148,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Subcompact Cars,0W30,Yes,4,537,361,458
2013,BMW,BMW,650i Convertible xDrive,4.4,8,16.0492,23.7551,18.7924,,TC,Turbocharged,8,Y,A,All Wheel Drive,G,Gasoline,3000,2,2,Subcompact Cars,0W30,Yes,4,554,374,473
2013,BMW,BMW,650i Coupe,4.4,8,16.5573,24.6047,19.4148,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Subcompact Cars,0W30,Yes,4,537,361,458
2013,BMW,BMW,650i Coupe xDrive,4.4,8,16,23.7068,19.3453,,TC,Turbocharged,8,Y,A,All Wheel Drive,G,Gasoline,3000,2,2,Subcompact Cars,0W30,Yes,4,556,374,460
2013,BMW,BMW,M3 Convertible,4,8,13.5006,19.7726,15.7486,G,NA,Naturally Aspirated,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,2,2,Subcompact Cars,0W30,Yes,3,658,449,564
2013,BMW,BMW,M3 Convertible,4,8,13.4457,19.7231,15.6933,G,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,2,2,Subcompact Cars,0W30,Yes,3,659,450,565
2013,BMW,BMW,M3 Coupe,4,8,13.7438,20.1945,16.051,G,NA,Naturally Aspirated,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,2,2,Subcompact Cars,0W30,Yes,3,646,441,554
2013,BMW,BMW,M3 Coupe,4,8,13.8324,20.4954,16.2027,G,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,2,2,Subcompact Cars,0W30,Yes,3,639,432,546
2013,BMW,BMW,M6 Convertible,4.4,8,13.6044,20.3803,15.9979,G,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,2,2,Subcompact Cars,0W30,Yes,3,651,434,554
2013,BMW,BMW,M6 Convertible,4.4,8,14.6191,21.6157,17.1115,G,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3350,2,2,Subcompact Cars,0W30,Yes,4,606,409,517
2013,BMW,BMW,M6 Coupe,4.4,8,13.6044,20.3803,15.9979,G,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,2,2,Subcompact Cars,0W30,Yes,3,651,434,554
2013,BMW,BMW,M6 Coupe,4.4,8,14.6191,21.6157,17.1115,G,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3350,2,2,Subcompact Cars,0W30,Yes,4,606,409,517
2013,BMW,Mini,Mini Cooper Clubman,1.6,4,26.733,35.0845,29.9401,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1900,2,2,Subcompact Cars,0W30,No,8,331,252,295
2013,BMW,Mini,Mini Cooper Clubman,1.6,4,27.4433,34.7611,30.3151,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1900,2,2,Subcompact Cars,0W30,No,8,324,255,293
2013,BMW,Mini,Mini Cooper S Clubman,1.6,4,26.0366,34.4709,29.2581,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Subcompact Cars,0W30,No,8,348,263,310
2013,BMW,Mini,Mini Cooper S Clubman,1.6,4,26.1264,34.8751,29.451,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Subcompact Cars,0W30,No,8,339,254,301
2013,BMW,Mini,Mini John Cooper Works Clubman,1.6,4,26.0366,34.4709,29.2581,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Subcompact Cars,0W30,No,8,348,263,310
2013,BMW,Mini,Mini John Cooper Works Clubman,1.6,4,26.1264,34.8751,29.451,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Subcompact Cars,0W30,No,8,339,254,301
2013,Ford,Ford,MUSTANG,5.8,8,15.0909,23.9209,18.097,,SC,Supercharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3150,2,2,Subcompact Cars,5W20 635A/ GF5,No,4,588,371,490
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,2,4,19.9584,30.7245,23.6947,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Subcompact Cars,5W30 ACEA A5,No,6,448,291,377
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,2,4,20.697,29.7696,23.9866,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Subcompact Cars,5W30 ACEA A5,No,6,432,300,373
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,3.8,6,18.3949,28.3323,21.8424,,NA,Naturally Aspirated,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2600,2,2,Subcompact Cars,5W-30 ACEA A5,No,5,485,315,408
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,3.8,6,18.1702,27.0956,21.3323,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Subcompact Cars,5W-30 ACEA A5,No,5,491,330,418
2013,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2,4,21.1383,28.6751,23.9738,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,2400,2,2,Subcompact Cars,5W40 VW 50200,No,6,421,310,371
2013,Volkswagen,Volkswagen,BEETLE CONVERTIBLE,2,4,20.5408,29.7034,23.8517,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,2400,2,2,Subcompact Cars,5W40 VW 50200,No,6,430,298,371
2013,Volkswagen,Volkswagen,Eos,2,4,21.7634,30.1121,24.8658,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,2300,2,2,Subcompact Cars,5W40 / VW50200,No,6,405,257,338
2013,Audi,Audi,TT Roadster quattro,2,4,22.407,31.1674,25.6515,,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,2200,2,2,Two Seaters,5W40,No,7,394,284,345
2013,BMW,BMW,Z4 sDrive28i,2,4,21.9803,33.2305,25.9308,,TC,Turbocharged,8,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2200,2,2,Two Seaters,0W30,No,7,403,266,341
2013,BMW,BMW,Z4 sDrive28i,2,4,22.2841,34.0033,26.3746,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2200,2,2,Two Seaters,0W30,Yes,7,399,260,336
2013,BMW,BMW,Z4 sDrive35i,3,6,16.8973,23.5833,19.3682,,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Two Seaters,0W30,No,4,525,376,458
2013,BMW,BMW,Z4 sDrive35i,3,6,18.5445,26.1997,21.352,,TC,Turbocharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Two Seaters,0W30,No,5,476,340,415
2013,BMW,BMW,Z4 sDrive35is,3,6,16.8973,23.5833,19.3682,,TC,Turbocharged,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Two Seaters,0W30,No,4,525,376,458
2013,BMW,Mini,Mini Cooper Coupe,1.6,4,27.697,35.9696,30.8944,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1850,2,2,Two Seaters,0W30,No,8,321,246,287
2013,BMW,Mini,Mini Cooper Coupe,1.6,4,29.3588,37.0325,32.3779,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1800,2,2,Two Seaters,0W30,No,8,302,239,274
2013,BMW,Mini,Mini Cooper Roadster,1.6,4,26.733,35.0845,29.9401,,NA,Naturally Aspirated,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1900,2,2,Two Seaters,0W30,No,8,331,252,295
2013,BMW,Mini,Mini Cooper Roadster,1.6,4,27.4433,34.7611,30.3151,,NA,Naturally Aspirated,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1900,2,2,Two Seaters,0W30,No,8,324,255,293
2013,BMW,Mini,Mini Cooper S Coupe,1.6,4,26.0366,34.4709,29.2581,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,348,263,310
2013,BMW,Mini,Mini Cooper S Coupe,1.6,4,26.1264,34.8751,29.451,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,339,254,301
2013,BMW,Mini,Mini Cooper S Roadster,1.6,4,26.0366,34.4709,29.2581,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,348,263,310
2013,BMW,Mini,Mini Cooper S Roadster,1.6,4,26.1264,34.8751,29.451,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,339,254,301
2013,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,25.4739,33.7358,28.6289,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,348,261,309
2013,BMW,Mini,Mini John Cooper Works Coupe,1.6,4,26.1264,34.8751,29.451,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,339,254,301
2013,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,26.0366,34.4709,29.2581,,TC,Turbocharged,6,Y,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,348,263,310
2013,BMW,Mini,Mini John Cooper Works Roadster,1.6,4,26.1264,34.8751,29.451,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,1950,2,2,Two Seaters,0W30,No,8,339,254,301
2013,Lamborghini,Lamborghini,Gallardo Coupe,5.2,10,13.4655,19.7573,15.718,G,NA,Naturally Aspirated,6,Y,A,All Wheel Drive,G,Gasoline,3550,2,2,Two Seaters,10W60 VW 50101 / 50500,No,3,657,447,562
2013,Lamborghini,Lamborghini,Gallardo Coupe,5.2,10,12.0883,19.9831,14.7021,G,NA,Naturally Aspirated,6,N,A,All Wheel Drive,G,Gasoline,3800,2,2,Two Seaters,10W60 VW 50101 / 50500,No,3,734,511,634
2013,Lamborghini,Lamborghini,Gallardo Spyder,5.2,10,13.3954,19.7741,15.6701,G,NA,Naturally Aspirated,6,Y,A,All Wheel Drive,G,Gasoline,3550,2,2,Two Seaters,10W60 VW 50101 / 50500,No,3,660,446,564
2013,Lamborghini,Lamborghini,Gallardo Spyder,5.2,10,11.5388,19.5451,14.1465,G,NA,Naturally Aspirated,6,N,A,All Wheel Drive,G,Gasoline,4050,2,2,Two Seaters,10W60 VW 50101 / 50500,No,2,768,452,626
2013,MAZDA,MAZDA,MX-5,2,4,20.6175,27.6389,23.2787,,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2500,2,2,Two Seaters,GF-4 0W-20,No,6,423,316,375
2013,MAZDA,MAZDA,MX-5,2,4,22.3814,27.7145,24.5032,,NA,Naturally Aspirated,5,N,R,"2-Wheel Drive, Rear",G,Gasoline,2300,2,2,Two Seaters,GF-4 0W-20,No,6,390,315,356
2013,MAZDA,MAZDA,MX-5,2,4,21.2117,27.8519,23.7609,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Two Seaters,GF-4 0W-20,No,6,411,314,368
2013,Porsche,Porsche,Boxster,2.7,6,21.9,31.9,25.5,,NA,Naturally Aspirated,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,2200,2,2,Two Seaters,0W40,No,7,406,279,349
2013,Porsche,Porsche,Boxster,2.7,6,20.5,29.6,23.8,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Two Seaters,0W40,No,6,434,301,374
2013,Porsche,Porsche,Boxster S,3.4,6,20.8,29.8,24.1,,NA,Naturally Aspirated,7,N,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Two Seaters,0W40,No,6,428,298,370
2013,Porsche,Porsche,Boxster S,3.4,6,19.7,27.5,22.6,,NA,Naturally Aspirated,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,2500,2,2,Two Seaters,0W40,No,6,453,324,395
2013,General Motors,Chevrolet,CAMARO,6.2,8,11.6604,17.6726,13.7682,G,SC,Supercharged,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,1,1,Compact Cars,5W30,No,2,762,503,645
2013,General Motors,Chevrolet,CAMARO,6.2,8,14.141,18.9491,15.9638,G,SC,Supercharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,1,1,Compact Cars,5W30,No,3,628,469,557
2013,Mercedes-Benz,Mercedes-Benz,C 250,1.8,4,21.5783,31.473,25.1341,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2300,2,2,Compact Cars,5W30 / 225.10,No,6,410,282,352
2013,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,19.7361,27.0956,22.4842,,NA,Naturally Aspirated,7,Y,4,4-Wheel Drive,G,Gasoline,2600,2,2,Compact Cars,5W30 / 225.10,Yes,5,449,325,393
2013,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,3.5,6,19.5476,28.8506,22.8655,,NA,Naturally Aspirated,7,Y,4,4-Wheel Drive,G,Gasoline,2500,2,2,Compact Cars,5W30 / 225.10,Yes,6,456,309,390
2013,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,19.9584,28.6751,23.1212,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2500,2,2,Compact Cars,5W30 / 225.10,No,6,443,307,382
2013,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,19.9584,28.6751,23.1212,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2500,2,2,Compact Cars,5W30 / 225.10,Yes,6,443,307,382
2013,Mercedes-Benz,Mercedes-Benz,C 350,3.5,6,20.3933,28.8973,23.5061,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2400,2,2,Compact Cars,5W30 / 225.10,Yes,6,436,307,378
2013,Mercedes-Benz,Mercedes-Benz,C 63 AMG,6.2,8,13.2131,19.3011,15.3988,G,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3800,2,2,Compact Cars,0W40 / API-SF/CD,No,3,674,461,578
2013,Mercedes-Benz,Mercedes-Benz,CL 550 4MATIC,4.7,8,14.7627,23.6888,17.777,,TC,Turbocharged,7,Y,4,4-Wheel Drive,G,Gasoline,3150,2,2,Compact Cars,5W/40,No,4,600,374,498
2013,Mercedes-Benz,Mercedes-Benz,CL 600,5.5,12,11.7318,17.9616,13.9015,G,TC,Turbocharged,5,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,2,1,Compact Cars,5W30 / 225.10,No,2,756,493,638
2013,Mercedes-Benz,Mercedes-Benz,CL 63 AMG,5.5,8,14.8966,22.3541,17.528,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3150,2,2,Compact Cars,5W/40,Yes,4,596,397,506
2013,Mercedes-Benz,Mercedes-Benz,CL 65 AMG,6,12,12.2258,18.3146,14.3766,G,TC,Turbocharged,5,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,2,1,Compact Cars,5W30 / 225.10,No,2,726,485,617
2013,Mercedes-Benz,Mercedes-Benz,CLS 550,4.7,8,16.6548,24.75,19.5292,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2850,2,2,Compact Cars,5W/40,No,5,532,358,454
2013,Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,4.7,8,16.4977,24.5883,19.3651,,TC,Turbocharged,7,Y,4,4-Wheel Drive,G,Gasoline,3000,2,2,Compact Cars,5W/40,No,4,536,362,458
2013,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG,5.5,8,15.9445,24.6822,18.9658,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Compact Cars,5W/40,Yes,4,557,361,469
2013,Mitsubishi,Mitsubishi Motors Corporation,LANCER,2,4,17.5397,24.9809,20.2547,,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,2850,2,2,Compact Cars,5W30,No,5,504,355,437
2013,Mitsubishi,Mitsubishi Motors Corporation,LANCER EVOLUTION,2,4,16.5949,22.3827,18.7802,,TC,Turbocharged,6,Y,A,All Wheel Drive,G,Gasoline,3000,2,2,Compact Cars,5W30,No,4,532,394,470
2013,Mitsubishi,Mitsubishi Motors Corporation,LANCER EVOLUTION,2,4,16.8053,22.9013,19.0922,,TC,Turbocharged,5,N,A,All Wheel Drive,G,Gasoline,3000,2,2,Compact Cars,5W30,No,4,527,387,464
2013,Maserati,MASERATI,QUATTROPORTE,4.7,8,11.8336,18.4556,14.1123,G,NA,Naturally Aspirated,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,2,2,Large Cars,SAE 5W/40 API SL/CF,No,2,749,480,628
2013,Mercedes-Benz,Mercedes-Benz,S 550,4.7,8,15.3736,24.7443,18.5317,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3000,2,2,Large Cars,5W/40,No,4,577,359,479
2013,Mercedes-Benz,Mercedes-Benz,S 550 4MATIC,4.7,8,14.709,23.654,17.7253,,TC,Turbocharged,7,Y,4,4-Wheel Drive,G,Gasoline,3150,2,2,Large Cars,5W/40,No,4,602,376,500
2013,Mercedes-Benz,Mercedes-Benz,S 600,5.5,12,11.8885,18.5262,14.1737,G,TC,Turbocharged,5,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,2,1,Large Cars,5W30 / 225.10,No,2,744,479,625
2013,Mercedes-Benz,Mercedes-Benz,S 63 AMG,5.5,8,14.912,22.976,17.7089,,TC,Turbocharged,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,3150,2,2,Large Cars,5W/40,Yes,4,594,386,500
2013,Mercedes-Benz,Mercedes-Benz,S 65 AMG,6,12,12.2012,18.7377,14.4732,G,TC,Turbocharged,5,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,2,1,Large Cars,5W30 / 225.10,No,2,728,474,614
2013,Mercedes-Benz,Mercedes-Benz,S400 HYBRID,3.5,6,18.6193,25.0939,21.0651,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2700,2,2,Large Cars,5W30 / 225.10,Yes,5,468,348,414
2013,Ferrari,"Ferrari North America, Inc.",FF,6.3,12,10.7864,16.4467,12.763,G,NA,Naturally Aspirated,7,N,P,Part-time 4-Wheel Drive,G,Gasoline,4400,2,2,Midsize Cars,5W40,No,2,825,541,697
2013,Ferrari,"Ferrari North America, Inc.",FF,6.3,12,11.0659,16.5531,13,G,NA,Naturally Aspirated,7,N,P,Part-time 4-Wheel Drive,G,Gasoline,4400,2,2,Midsize Cars,5W40,Yes,2,803,539,684
2013,General Motors,Cadillac,CTS,6.2,8,11.6604,17.6726,13.7682,G,SC,Supercharged,6,Y,R,"2-Wheel Drive, Rear",G,Gasoline,4050,1,1,Midsize Cars,5W30,No,2,762,503,645
2013,General Motors,Cadillac,CTS,6.2,8,14.141,18.9491,15.9638,G,SC,Supercharged,6,N,R,"2-Wheel Drive, Rear",G,Gasoline,3550,1,1,Midsize Cars,5W30,No,3,628,469,557
2013,MAZDA,MAZDA,MAZDASPEED3,2.3,4,18.1702,24.8862,20.6818,,TC,Turbocharged,6,N,F,"2-Wheel Drive, Front",G,Gasoline,2700,2,2,Midsize Cars,GF-4 5W-30,No,5,487,356,428
2013,Mercedes-Benz,Mercedes-Benz,E 350,3.5,6,19.6619,29.8379,23.2264,,NA,Naturally Aspirated,7,Y,R,"2-Wheel Drive, Rear",G,Gasoline,2500,2,2,Midsize Cars,5W30 / 225.10,No,6,452,298,382
